book,book_full,chapter,unit_idx,p_jewish,p_gentile,uncertainty,confidence,label,n_tokens,text
Matt,Matthew,1,1,0.9464,0.0536,0.0277,HIGH,Jewish,10,"Ὀζίας δὲ ἐγέννησεν τὸν Ἰωαθάμ, Ἰωαθὰμ δὲ ἐγέννησεν τὸν Ἀχάζ,"
Matt,Matthew,1,2,0.9147,0.0853,0.0449,HIGH,Jewish,10,"Ἰωαθὰμ δὲ ἐγέννησεν τὸν Ἀχάζ, Ἀχὰζ δὲ ἐγέννησεν τὸν Ἑζεκίαν,"
Matt,Matthew,1,1,0.9464,0.0536,0.0277,HIGH,Jewish,10,"Ἑζεκίας δὲ ἐγέννησεν τὸν Μανασσῆ, Μανασσῆς δὲ ἐγέννησεν τὸν ⸂Ἀμώς,"
Matt,Matthew,1,2,0.9147,0.0853,0.0449,HIGH,Jewish,10,"Μανασσῆς δὲ ἐγέννησεν τὸν ⸂Ἀμώς, Ἀμὼς⸃ δὲ ἐγέννησεν τὸν Ἰωσίαν,"
Matt,Matthew,1,1,0.9705,0.0295,0.0244,HIGH,Jewish,10,Ἰωσίας δὲ ἐγέννησεν τὸν Ἰεχονίαν καὶ τοὺς ἀδελφοὺς αὐτοῦ ἐπὶ
Matt,Matthew,1,2,0.9857,0.0143,0.0116,HIGH,Jewish,8,καὶ τοὺς ἀδελφοὺς αὐτοῦ ἐπὶ τῆς μετοικεσίας Βαβυλῶνος.
Matt,Matthew,1,1,0.8516,0.1484,0.1074,MED,Jewish,10,"Μετὰ δὲ τὴν μετοικεσίαν Βαβυλῶνος Ἰεχονίας ἐγέννησεν τὸν Σαλαθιήλ, Σαλαθιὴλ"
Matt,Matthew,1,2,0.9776,0.0224,0.0257,HIGH,Jewish,9,"Ἰεχονίας ἐγέννησεν τὸν Σαλαθιήλ, Σαλαθιὴλ δὲ ἐγέννησεν τὸν Ζοροβαβέλ,"
Matt,Matthew,1,1,0.9464,0.0536,0.0277,HIGH,Jewish,10,"Ζοροβαβὲλ δὲ ἐγέννησεν τὸν Ἀβιούδ, Ἀβιοὺδ δὲ ἐγέννησεν τὸν Ἐλιακίμ,"
Matt,Matthew,1,2,0.9147,0.0853,0.0449,HIGH,Jewish,10,"Ἀβιοὺδ δὲ ἐγέννησεν τὸν Ἐλιακίμ, Ἐλιακὶμ δὲ ἐγέννησεν τὸν Ἀζώρ,"
Matt,Matthew,1,1,0.9464,0.0536,0.0277,HIGH,Jewish,10,"Ἀζὼρ δὲ ἐγέννησεν τὸν Σαδώκ, Σαδὼκ δὲ ἐγέννησεν τὸν Ἀχίμ,"
Matt,Matthew,1,2,0.9147,0.0853,0.0449,HIGH,Jewish,10,"Σαδὼκ δὲ ἐγέννησεν τὸν Ἀχίμ, Ἀχὶμ δὲ ἐγέννησεν τὸν Ἐλιούδ,"
Matt,Matthew,1,1,0.9464,0.0536,0.0277,HIGH,Jewish,10,"Ἐλιοὺδ δὲ ἐγέννησεν τὸν Ἐλεάζαρ, Ἐλεάζαρ δὲ ἐγέννησεν τὸν Ματθάν,"
Matt,Matthew,1,2,0.9147,0.0853,0.0449,HIGH,Jewish,10,"Ἐλεάζαρ δὲ ἐγέννησεν τὸν Ματθάν, Ματθὰν δὲ ἐγέννησεν τὸν Ἰακώβ,"
Matt,Matthew,1,1,0.9931,0.0069,0.0076,HIGH,Jewish,10,"Ἰακὼβ δὲ ἐγέννησεν τὸν Ἰωσὴφ τὸν ἄνδρα Μαρίας, ἐξ ἧς"
Matt,Matthew,1,2,0.942,0.058,0.0404,HIGH,Jewish,10,"τὸν ἄνδρα Μαρίας, ἐξ ἧς ἐγεννήθη Ἰησοῦς ὁ λεγόμενος χριστός."
Matt,Matthew,1,1,0.6402,0.3598,0.1313,MED,Jewish,10,"Πᾶσαι οὖν αἱ γενεαὶ ἀπὸ Ἀβραὰμ ἕως Δαυὶδ γενεαὶ δεκατέσσαρες,"
Matt,Matthew,1,2,0.5778,0.4222,0.1496,MED,Jewish,10,"Ἀβραὰμ ἕως Δαυὶδ γενεαὶ δεκατέσσαρες, καὶ ἀπὸ Δαυὶδ ἕως τῆς"
Matt,Matthew,1,3,0.8254,0.1746,0.1215,MED,Jewish,10,"καὶ ἀπὸ Δαυὶδ ἕως τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ"
Matt,Matthew,1,4,0.6026,0.3974,0.1133,MED,Jewish,10,"μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ ἀπὸ τῆς μετοικεσίας Βαβυλῶνος ἕως"
Matt,Matthew,1,5,0.8089,0.1911,0.108,MED,Jewish,9,ἀπὸ τῆς μετοικεσίας Βαβυλῶνος ἕως τοῦ χριστοῦ γενεαὶ δεκατέσσαρες.
Matt,Matthew,1,1,0.7723,0.2277,0.0674,MED,Jewish,10,Τοῦ δὲ ⸀Ἰησοῦ χριστοῦ ἡ ⸀γένεσις οὕτως ἦν. ⸀μνηστευθείσης τῆς
Matt,Matthew,1,2,0.9506,0.0494,0.0461,HIGH,Jewish,10,"⸀γένεσις οὕτως ἦν. ⸀μνηστευθείσης τῆς μητρὸς αὐτοῦ Μαρίας τῷ Ἰωσήφ,"
Matt,Matthew,1,3,0.5367,0.4633,0.209,LOW,Jewish,10,"μητρὸς αὐτοῦ Μαρίας τῷ Ἰωσήφ, πρὶν ἢ συνελθεῖν αὐτοὺς εὑρέθη"
Matt,Matthew,1,4,0.8445,0.1555,0.1863,LOW,Jewish,10,πρὶν ἢ συνελθεῖν αὐτοὺς εὑρέθη ἐν γαστρὶ ἔχουσα ἐκ πνεύματος
Matt,Matthew,1,5,0.6632,0.3368,0.0968,MED,Jewish,6,ἐν γαστρὶ ἔχουσα ἐκ πνεύματος ἁγίου.
Matt,Matthew,1,1,0.794,0.206,0.1191,MED,Jewish,10,"Ἰωσὴφ δὲ ὁ ἀνὴρ αὐτῆς, δίκαιος ὢν καὶ μὴ θέλων"
Matt,Matthew,1,2,0.8655,0.1345,0.0674,MED,Jewish,10,"δίκαιος ὢν καὶ μὴ θέλων αὐτὴν ⸀δειγματίσαι, ἐβουλήθη λάθρᾳ ἀπολῦσαι"
Matt,Matthew,1,3,0.7564,0.2436,0.0511,MED,Jewish,6,"αὐτὴν ⸀δειγματίσαι, ἐβουλήθη λάθρᾳ ἀπολῦσαι αὐτήν."
Matt,Matthew,1,1,0.9635,0.0365,0.0208,HIGH,Jewish,10,ταῦτα δὲ αὐτοῦ ἐνθυμηθέντος ἰδοὺ ἄγγελος κυρίου κατ’ ὄναρ ἐφάνη
Matt,Matthew,1,2,0.7239,0.2761,0.0889,MED,Jewish,10,"ἄγγελος κυρίου κατ’ ὄναρ ἐφάνη αὐτῷ λέγων· Ἰωσὴφ υἱὸς Δαυίδ,"
Matt,Matthew,1,3,0.7542,0.2458,0.1309,MED,Jewish,10,"αὐτῷ λέγων· Ἰωσὴφ υἱὸς Δαυίδ, μὴ φοβηθῇς παραλαβεῖν ⸀Μαρίαν τὴν"
Matt,Matthew,1,4,0.8396,0.1604,0.0762,MED,Jewish,10,"μὴ φοβηθῇς παραλαβεῖν ⸀Μαρίαν τὴν γυναῖκά σου, τὸ γὰρ ἐν"
Matt,Matthew,1,5,0.7682,0.2318,0.1334,MED,Jewish,10,"γυναῖκά σου, τὸ γὰρ ἐν αὐτῇ γεννηθὲν ἐκ πνεύματός ἐστιν"
Matt,Matthew,1,6,0.8815,0.1185,0.0314,HIGH,Jewish,6,αὐτῇ γεννηθὲν ἐκ πνεύματός ἐστιν ἁγίου·
Matt,Matthew,1,1,0.9585,0.0415,0.0583,MED,Jewish,10,"τέξεται δὲ υἱὸν καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν, αὐτὸς"
Matt,Matthew,1,2,0.8036,0.1964,0.0697,MED,Jewish,10,"τὸ ὄνομα αὐτοῦ Ἰησοῦν, αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ"
Matt,Matthew,1,3,0.9959,0.0041,0.0028,HIGH,Jewish,9,γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν.
Matt,Matthew,1,1,0.95,0.05,0.0389,HIGH,Jewish,10,τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου
Matt,Matthew,1,2,0.9158,0.0842,0.0557,MED,Jewish,9,πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος·
Matt,Matthew,1,1,0.6058,0.3942,0.2769,LOW,Jewish,10,"Ἰδοὺ ἡ παρθένος ἐν γαστρὶ ἕξει καὶ τέξεται υἱόν, καὶ"
Matt,Matthew,1,2,0.991,0.009,0.0101,HIGH,Jewish,10,"ἕξει καὶ τέξεται υἱόν, καὶ καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ·"
Matt,Matthew,1,3,0.9123,0.0877,0.1058,MED,Jewish,10,καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ· ὅ ἐστιν μεθερμηνευόμενον Μεθ’ ἡμῶν
Matt,Matthew,1,4,0.8109,0.1891,0.0987,MED,Jewish,7,ὅ ἐστιν μεθερμηνευόμενον Μεθ’ ἡμῶν ὁ θεός.
Matt,Matthew,1,1,0.8884,0.1116,0.0794,MED,Jewish,10,⸀ἐγερθεὶς δὲ ὁ Ἰωσὴφ ἀπὸ τοῦ ὕπνου ἐποίησεν ὡς προσέταξεν
Matt,Matthew,1,2,0.9772,0.0228,0.0156,HIGH,Jewish,10,τοῦ ὕπνου ἐποίησεν ὡς προσέταξεν αὐτῷ ὁ ἄγγελος κυρίου καὶ
Matt,Matthew,1,3,0.9547,0.0453,0.0415,HIGH,Jewish,9,αὐτῷ ὁ ἄγγελος κυρίου καὶ παρέλαβεν τὴν γυναῖκα αὐτοῦ·
Matt,Matthew,1,1,0.99,0.01,0.007,HIGH,Jewish,10,καὶ οὐκ ἐγίνωσκεν αὐτὴν ἕως οὗ ἔτεκεν ⸀υἱόν· καὶ ἐκάλεσεν
Matt,Matthew,1,2,0.8756,0.1244,0.1381,MED,Jewish,9,οὗ ἔτεκεν ⸀υἱόν· καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Ἰησοῦν.
Matt,Matthew,2,1,0.9838,0.0162,0.0114,HIGH,Jewish,10,Τοῦ δὲ Ἰησοῦ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις
Matt,Matthew,2,2,0.8327,0.1673,0.1766,LOW,Jewish,10,"Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι"
Matt,Matthew,2,3,0.4246,0.5754,0.1607,LOW,Gentile,10,"Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα"
Matt,Matthew,2,1,0.8744,0.1256,0.0686,MED,Jewish,10,λέγοντες· Ποῦ ἐστιν ὁ τεχθεὶς βασιλεὺς τῶν Ἰουδαίων; εἴδομεν γὰρ
Matt,Matthew,2,2,0.9818,0.0182,0.0065,HIGH,Jewish,10,βασιλεὺς τῶν Ἰουδαίων; εἴδομεν γὰρ αὐτοῦ τὸν ἀστέρα ἐν τῇ
Matt,Matthew,2,3,0.9572,0.0428,0.0433,HIGH,Jewish,10,αὐτοῦ τὸν ἀστέρα ἐν τῇ ἀνατολῇ καὶ ἤλθομεν προσκυνῆσαι αὐτῷ.
Matt,Matthew,2,1,0.9288,0.0712,0.0391,HIGH,Jewish,10,ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’
Matt,Matthew,2,2,0.8611,0.1389,0.0727,MED,Jewish,6,"ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ,"
Matt,Matthew,2,1,0.9543,0.0457,0.0271,HIGH,Jewish,10,καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο
Matt,Matthew,2,2,0.8127,0.1873,0.0602,MED,Jewish,10,καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ ὁ χριστὸς
Matt,Matthew,2,3,0.7342,0.2658,0.1641,LOW,Jewish,6,παρ’ αὐτῶν ποῦ ὁ χριστὸς γεννᾶται.
Matt,Matthew,2,1,0.8571,0.1429,0.0999,MED,Jewish,10,οἱ δὲ εἶπαν αὐτῷ· Ἐν Βηθλέεμ τῆς Ἰουδαίας· οὕτως γὰρ
Matt,Matthew,2,2,0.9008,0.0992,0.0637,MED,Jewish,9,Βηθλέεμ τῆς Ἰουδαίας· οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·
Matt,Matthew,2,1,0.5895,0.4105,0.2203,LOW,Jewish,10,"Καὶ σύ, Βηθλέεμ γῆ Ἰούδα, οὐδαμῶς ἐλαχίστη εἶ ἐν τοῖς"
Matt,Matthew,2,2,0.8077,0.1923,0.1226,MED,Jewish,10,οὐδαμῶς ἐλαχίστη εἶ ἐν τοῖς ἡγεμόσιν Ἰούδα· ἐκ σοῦ γὰρ
Matt,Matthew,2,3,0.9203,0.0797,0.0402,HIGH,Jewish,10,"ἡγεμόσιν Ἰούδα· ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν"
Matt,Matthew,2,4,0.9919,0.0081,0.0112,HIGH,Jewish,9,"ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ."
Matt,Matthew,2,1,0.83,0.17,0.1232,MED,Jewish,10,Τότε Ἡρῴδης λάθρᾳ καλέσας τοὺς μάγους ἠκρίβωσεν παρ’ αὐτῶν τὸν
Matt,Matthew,2,2,0.9547,0.0453,0.0425,HIGH,Jewish,9,"μάγους ἠκρίβωσεν παρ’ αὐτῶν τὸν χρόνον τοῦ φαινομένου ἀστέρος,"
Matt,Matthew,2,1,0.9383,0.0617,0.0508,MED,Jewish,10,καὶ πέμψας αὐτοὺς εἰς Βηθλέεμ εἶπεν· Πορευθέντες ⸂ἐξετάσατε ἀκριβῶς⸃ περὶ
Matt,Matthew,2,2,0.8899,0.1101,0.0993,MED,Jewish,10,"εἶπεν· Πορευθέντες ⸂ἐξετάσατε ἀκριβῶς⸃ περὶ τοῦ παιδίου· ἐπὰν δὲ εὕρητε,"
Matt,Matthew,2,3,0.7945,0.2055,0.112,MED,Jewish,10,"τοῦ παιδίου· ἐπὰν δὲ εὕρητε, ἀπαγγείλατέ μοι, ὅπως κἀγὼ ἐλθὼν"
Matt,Matthew,2,4,0.97,0.03,0.0289,HIGH,Jewish,7,"ἀπαγγείλατέ μοι, ὅπως κἀγὼ ἐλθὼν προσκυνήσω αὐτῷ."
Matt,Matthew,2,1,0.9331,0.0669,0.0253,HIGH,Jewish,10,"οἱ δὲ ἀκούσαντες τοῦ βασιλέως ἐπορεύθησαν, καὶ ἰδοὺ ὁ ἀστὴρ"
Matt,Matthew,2,2,0.9948,0.0052,0.0079,HIGH,Jewish,10,"ἐπορεύθησαν, καὶ ἰδοὺ ὁ ἀστὴρ ὃν εἶδον ἐν τῇ ἀνατολῇ"
Matt,Matthew,2,3,0.8658,0.1342,0.1415,MED,Jewish,10,"ὃν εἶδον ἐν τῇ ἀνατολῇ προῆγεν αὐτούς, ἕως ἐλθὼν ⸀ἐστάθη"
Matt,Matthew,2,4,0.8555,0.1445,0.0906,MED,Jewish,10,"προῆγεν αὐτούς, ἕως ἐλθὼν ⸀ἐστάθη ἐπάνω οὗ ἦν τὸ παιδίον."
Matt,Matthew,2,1,0.7499,0.2501,0.0725,MED,Jewish,8,ἰδόντες δὲ τὸν ἀστέρα ἐχάρησαν χαρὰν μεγάλην σφόδρα.
Matt,Matthew,2,1,0.9961,0.0039,0.0032,HIGH,Jewish,10,καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον μετὰ Μαρίας
Matt,Matthew,2,2,0.9742,0.0258,0.0211,HIGH,Jewish,10,"εἶδον τὸ παιδίον μετὰ Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες"
Matt,Matthew,2,3,0.9418,0.0582,0.0441,HIGH,Jewish,10,"τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς"
Matt,Matthew,2,4,0.9304,0.0696,0.0478,HIGH,Jewish,10,"προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα,"
Matt,Matthew,2,5,0.8335,0.1665,0.035,HIGH,Jewish,10,"θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα, χρυσὸν καὶ λίβανον καὶ σμύρναν."
Matt,Matthew,2,1,0.9502,0.0498,0.0387,HIGH,Jewish,10,καὶ χρηματισθέντες κατ’ ὄναρ μὴ ἀνακάμψαι πρὸς Ἡρῴδην δι’ ἄλλης
Matt,Matthew,2,2,0.9501,0.0499,0.0389,HIGH,Jewish,10,ἀνακάμψαι πρὸς Ἡρῴδην δι’ ἄλλης ὁδοῦ ἀνεχώρησαν εἰς τὴν χώραν
Matt,Matthew,2,3,0.9843,0.0157,0.0189,HIGH,Jewish,6,ὁδοῦ ἀνεχώρησαν εἰς τὴν χώραν αὐτῶν.
Matt,Matthew,2,1,0.6272,0.3728,0.0698,MED,Jewish,10,Ἀναχωρησάντων δὲ αὐτῶν ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ
Matt,Matthew,2,2,0.8161,0.1839,0.1857,LOW,Jewish,10,κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ λέγων· Ἐγερθεὶς παράλαβε τὸ
Matt,Matthew,2,3,0.8578,0.1422,0.1155,MED,Jewish,10,Ἰωσὴφ λέγων· Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ
Matt,Matthew,2,4,0.8008,0.1992,0.1188,MED,Jewish,10,"παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ φεῦγε εἰς Αἴγυπτον, καὶ"
Matt,Matthew,2,5,0.4548,0.5452,0.219,LOW,Gentile,10,"καὶ φεῦγε εἰς Αἴγυπτον, καὶ ἴσθι ἐκεῖ ἕως ἂν εἴπω"
Matt,Matthew,2,6,0.7692,0.2308,0.1038,MED,Jewish,10,ἴσθι ἐκεῖ ἕως ἂν εἴπω σοι· μέλλει γὰρ Ἡρῴδης ζητεῖν
Matt,Matthew,2,7,0.6079,0.3921,0.1304,MED,Jewish,10,σοι· μέλλει γὰρ Ἡρῴδης ζητεῖν τὸ παιδίον τοῦ ἀπολέσαι αὐτό.
Matt,Matthew,2,1,0.9594,0.0406,0.0323,HIGH,Jewish,10,ὁ δὲ ἐγερθεὶς παρέλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ
Matt,Matthew,2,2,0.9714,0.0286,0.0192,HIGH,Jewish,10,"παιδίον καὶ τὴν μητέρα αὐτοῦ νυκτὸς καὶ ἀνεχώρησεν εἰς Αἴγυπτον,"
Matt,Matthew,2,1,0.9906,0.0094,0.0053,HIGH,Jewish,10,καὶ ἦν ἐκεῖ ἕως τῆς τελευτῆς Ἡρῴδου· ἵνα πληρωθῇ τὸ
Matt,Matthew,2,2,0.9464,0.0536,0.0247,HIGH,Jewish,10,τελευτῆς Ἡρῴδου· ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ
Matt,Matthew,2,3,0.8206,0.1794,0.0689,MED,Jewish,10,ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος· Ἐξ Αἰγύπτου ἐκάλεσα
Matt,Matthew,2,4,0.8617,0.1383,0.101,MED,Jewish,8,προφήτου λέγοντος· Ἐξ Αἰγύπτου ἐκάλεσα τὸν υἱόν μου.
Matt,Matthew,2,1,0.8612,0.1388,0.0757,MED,Jewish,10,"Τότε Ἡρῴδης ἰδὼν ὅτι ἐνεπαίχθη ὑπὸ τῶν μάγων ἐθυμώθη λίαν,"
Matt,Matthew,2,2,0.5305,0.4695,0.1095,MED,Jewish,10,"ὑπὸ τῶν μάγων ἐθυμώθη λίαν, καὶ ἀποστείλας ἀνεῖλεν πάντας τοὺς"
Matt,Matthew,2,3,0.9428,0.0572,0.0979,MED,Jewish,10,καὶ ἀποστείλας ἀνεῖλεν πάντας τοὺς παῖδας τοὺς ἐν Βηθλέεμ καὶ
Matt,Matthew,2,4,0.5396,0.4604,0.1579,LOW,Jewish,10,παῖδας τοὺς ἐν Βηθλέεμ καὶ ἐν πᾶσι τοῖς ὁρίοις αὐτῆς
Matt,Matthew,2,5,0.531,0.469,0.0652,MED,Jewish,10,"ἐν πᾶσι τοῖς ὁρίοις αὐτῆς ἀπὸ διετοῦς καὶ κατωτέρω, κατὰ"
Matt,Matthew,2,6,0.8886,0.1114,0.0895,MED,Jewish,10,"ἀπὸ διετοῦς καὶ κατωτέρω, κατὰ τὸν χρόνον ὃν ἠκρίβωσεν παρὰ"
Matt,Matthew,2,7,0.9887,0.0113,0.0175,HIGH,Jewish,7,τὸν χρόνον ὃν ἠκρίβωσεν παρὰ τῶν μάγων.
Matt,Matthew,2,1,0.9762,0.0238,0.0214,HIGH,Jewish,9,τότε ἐπληρώθη τὸ ῥηθὲν ⸀διὰ Ἰερεμίου τοῦ προφήτου λέγοντος·
Matt,Matthew,2,1,0.7956,0.2044,0.0839,MED,Jewish,10,"Φωνὴ ἐν Ῥαμὰ ⸀ἠκούσθη, κλαυθμὸς καὶ ὀδυρμὸς πολύς· Ῥαχὴλ κλαίουσα"
Matt,Matthew,2,2,0.7214,0.2786,0.066,MED,Jewish,10,"καὶ ὀδυρμὸς πολύς· Ῥαχὴλ κλαίουσα τὰ τέκνα αὐτῆς, καὶ οὐκ"
Matt,Matthew,2,3,0.1091,0.8909,0.0656,MED,Gentile,10,"τὰ τέκνα αὐτῆς, καὶ οὐκ ἤθελεν παρακληθῆναι ὅτι οὐκ εἰσίν."
Matt,Matthew,2,1,0.8445,0.1555,0.0994,MED,Jewish,10,Τελευτήσαντος δὲ τοῦ Ἡρῴδου ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃
Matt,Matthew,2,2,0.7219,0.2781,0.1495,MED,Jewish,9,ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ ἐν Αἰγύπτῳ
Matt,Matthew,2,1,0.9204,0.0796,0.1048,MED,Jewish,10,λέγων· Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ
Matt,Matthew,2,2,0.9822,0.0178,0.0178,HIGH,Jewish,10,"καὶ τὴν μητέρα αὐτοῦ καὶ πορεύου εἰς γῆν Ἰσραήλ, τεθνήκασιν"
