book,book_full,chapter,unit_idx,p_jewish,p_gentile,uncertainty,confidence,label,n_tokens,text
Matt,Matthew,1,11,0.9995,0.0005,0.0003,HIGH,Jewish,19,"τέξεται δὲ υἱὸν καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν, αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν."
Matt,Matthew,1,12,0.9863,0.0137,0.0048,HIGH,Jewish,14,τοῦτο δὲ ὅλον γέγονεν ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος·
Matt,Matthew,1,13,0.8119,0.1881,0.2469,LOW,Jewish,15,"Ἰδοὺ ἡ παρθένος ἐν γαστρὶ ἕξει καὶ τέξεται υἱόν, καὶ καλέσουσιν τὸ ὄνομα αὐτοῦ Ἐμμανουήλ·"
Matt,Matthew,1,14,0.8109,0.1891,0.0987,MED,Jewish,7,ὅ ἐστιν μεθερμηνευόμενον Μεθ’ ἡμῶν ὁ θεός.
Matt,Matthew,1,15,0.9985,0.0015,0.0009,HIGH,Jewish,19,⸀ἐγερθεὶς δὲ ὁ Ἰωσὴφ ἀπὸ τοῦ ὕπνου ἐποίησεν ὡς προσέταξεν αὐτῷ ὁ ἄγγελος κυρίου καὶ παρέλαβεν τὴν γυναῖκα αὐτοῦ·
Matt,Matthew,1,16,0.9581,0.0419,0.0255,HIGH,Jewish,8,καὶ οὐκ ἐγίνωσκεν αὐτὴν ἕως οὗ ἔτεκεν ⸀υἱόν·
Matt,Matthew,1,17,0.8803,0.1197,0.093,MED,Jewish,6,καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Ἰησοῦν.
Matt,Matthew,2,1,0.985,0.015,0.011,HIGH,Jewish,21,"Τοῦ δὲ Ἰησοῦ γεννηθέντος ἐν Βηθλέεμ τῆς Ἰουδαίας ἐν ἡμέραις Ἡρῴδου τοῦ βασιλέως, ἰδοὺ μάγοι ἀπὸ ἀνατολῶν παρεγένοντο εἰς Ἱεροσόλυμα λέγοντες·"
Matt,Matthew,2,2,0.8958,0.1042,0.0479,HIGH,Jewish,7,Ποῦ ἐστιν ὁ τεχθεὶς βασιλεὺς τῶν Ἰουδαίων;
Matt,Matthew,2,3,0.9851,0.0149,0.0106,HIGH,Jewish,12,εἴδομεν γὰρ αὐτοῦ τὸν ἀστέρα ἐν τῇ ἀνατολῇ καὶ ἤλθομεν προσκυνῆσαι αὐτῷ.
Matt,Matthew,2,4,0.9649,0.0351,0.0396,HIGH,Jewish,27,"ἀκούσας δὲ ⸂ὁ βασιλεὺς Ἡρῴδης⸃ ἐταράχθη καὶ πᾶσα Ἱεροσόλυμα μετ’ αὐτοῦ, καὶ συναγαγὼν πάντας τοὺς ἀρχιερεῖς καὶ γραμματεῖς τοῦ λαοῦ ἐπυνθάνετο παρ’ αὐτῶν ποῦ ὁ χριστὸς γεννᾶται."
Matt,Matthew,2,5,0.8271,0.1729,0.1385,MED,Jewish,4,οἱ δὲ εἶπαν αὐτῷ·
Matt,Matthew,2,6,0.8384,0.1616,0.0709,MED,Jewish,4,Ἐν Βηθλέεμ τῆς Ἰουδαίας·
Matt,Matthew,2,7,0.9639,0.0361,0.0478,HIGH,Jewish,6,οὕτως γὰρ γέγραπται διὰ τοῦ προφήτου·
Matt,Matthew,2,8,0.7608,0.2392,0.1615,LOW,Jewish,12,"Καὶ σύ, Βηθλέεμ γῆ Ἰούδα, οὐδαμῶς ἐλαχίστη εἶ ἐν τοῖς ἡγεμόσιν Ἰούδα·"
Matt,Matthew,2,9,0.9733,0.0267,0.0325,HIGH,Jewish,12,"ἐκ σοῦ γὰρ ἐξελεύσεται ἡγούμενος, ὅστις ποιμανεῖ τὸν λαόν μου τὸν Ἰσραήλ."
Matt,Matthew,2,10,0.9406,0.0594,0.0351,HIGH,Jewish,20,"Τότε Ἡρῴδης λάθρᾳ καλέσας τοὺς μάγους ἠκρίβωσεν παρ’ αὐτῶν τὸν χρόνον τοῦ φαινομένου ἀστέρος, καὶ πέμψας αὐτοὺς εἰς Βηθλέεμ εἶπεν·"
Matt,Matthew,2,11,0.6406,0.3594,0.1363,MED,Jewish,6,Πορευθέντες ⸂ἐξετάσατε ἀκριβῶς⸃ περὶ τοῦ παιδίου·
Matt,Matthew,2,12,0.9402,0.0598,0.0638,MED,Jewish,10,"ἐπὰν δὲ εὕρητε, ἀπαγγείλατέ μοι, ὅπως κἀγὼ ἐλθὼν προσκυνήσω αὐτῷ."
Matt,Matthew,2,13,0.9937,0.0063,0.0032,HIGH,Jewish,25,"οἱ δὲ ἀκούσαντες τοῦ βασιλέως ἐπορεύθησαν, καὶ ἰδοὺ ὁ ἀστὴρ ὃν εἶδον ἐν τῇ ἀνατολῇ προῆγεν αὐτούς, ἕως ἐλθὼν ⸀ἐστάθη ἐπάνω οὗ ἦν τὸ παιδίον."
Matt,Matthew,2,14,0.7499,0.2501,0.0725,MED,Jewish,8,ἰδόντες δὲ τὸν ἀστέρα ἐχάρησαν χαρὰν μεγάλην σφόδρα.
Matt,Matthew,2,15,0.9999,0.0001,0.0001,HIGH,Jewish,30,"καὶ ἐλθόντες εἰς τὴν οἰκίαν εἶδον τὸ παιδίον μετὰ Μαρίας τῆς μητρὸς αὐτοῦ, καὶ πεσόντες προσεκύνησαν αὐτῷ, καὶ ἀνοίξαντες τοὺς θησαυροὺς αὐτῶν προσήνεγκαν αὐτῷ δῶρα, χρυσὸν καὶ λίβανον καὶ σμύρναν."
Matt,Matthew,2,16,0.9926,0.0074,0.0048,HIGH,Jewish,16,καὶ χρηματισθέντες κατ’ ὄναρ μὴ ἀνακάμψαι πρὸς Ἡρῴδην δι’ ἄλλης ὁδοῦ ἀνεχώρησαν εἰς τὴν χώραν αὐτῶν.
Matt,Matthew,2,17,0.6445,0.3555,0.1201,MED,Jewish,12,Ἀναχωρησάντων δὲ αὐτῶν ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ λέγων·
Matt,Matthew,2,18,0.968,0.032,0.0227,HIGH,Jewish,19,"Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ φεῦγε εἰς Αἴγυπτον, καὶ ἴσθι ἐκεῖ ἕως ἂν εἴπω σοι·"
Matt,Matthew,2,19,0.7396,0.2604,0.1744,LOW,Jewish,9,μέλλει γὰρ Ἡρῴδης ζητεῖν τὸ παιδίον τοῦ ἀπολέσαι αὐτό.
Matt,Matthew,2,20,0.9967,0.0033,0.0028,HIGH,Jewish,22,"ὁ δὲ ἐγερθεὶς παρέλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ νυκτὸς καὶ ἀνεχώρησεν εἰς Αἴγυπτον, καὶ ἦν ἐκεῖ ἕως τῆς τελευτῆς Ἡρῴδου·"
Matt,Matthew,2,21,0.96,0.04,0.0262,HIGH,Jewish,10,ἵνα πληρωθῇ τὸ ῥηθὲν ⸀ὑπὸ κυρίου διὰ τοῦ προφήτου λέγοντος·
Matt,Matthew,2,22,0.938,0.062,0.0625,MED,Jewish,6,Ἐξ Αἰγύπτου ἐκάλεσα τὸν υἱόν μου.
Matt,Matthew,2,23,0.9616,0.0384,0.0378,HIGH,Jewish,37,"Τότε Ἡρῴδης ἰδὼν ὅτι ἐνεπαίχθη ὑπὸ τῶν μάγων ἐθυμώθη λίαν, καὶ ἀποστείλας ἀνεῖλεν πάντας τοὺς παῖδας τοὺς ἐν Βηθλέεμ καὶ ἐν πᾶσι τοῖς ὁρίοις αὐτῆς ἀπὸ διετοῦς καὶ κατωτέρω, κατὰ τὸν χρόνον ὃν ἠκρίβωσεν παρὰ τῶν μάγων."
Matt,Matthew,2,24,0.9762,0.0238,0.0214,HIGH,Jewish,9,τότε ἐπληρώθη τὸ ῥηθὲν ⸀διὰ Ἰερεμίου τοῦ προφήτου λέγοντος·
Matt,Matthew,2,25,0.7003,0.2997,0.1067,MED,Jewish,8,"Φωνὴ ἐν Ῥαμὰ ⸀ἠκούσθη, κλαυθμὸς καὶ ὀδυρμὸς πολύς·"
Matt,Matthew,2,26,0.4185,0.5815,0.0972,MED,Gentile,12,"Ῥαχὴλ κλαίουσα τὰ τέκνα αὐτῆς, καὶ οὐκ ἤθελεν παρακληθῆναι ὅτι οὐκ εἰσίν."
Matt,Matthew,2,27,0.8989,0.1011,0.0775,MED,Jewish,15,Τελευτήσαντος δὲ τοῦ Ἡρῴδου ἰδοὺ ἄγγελος κυρίου ⸂φαίνεται κατ’ ὄναρ⸃ τῷ Ἰωσὴφ ἐν Αἰγύπτῳ λέγων·
Matt,Matthew,2,28,0.9961,0.0039,0.0038,HIGH,Jewish,21,"Ἐγερθεὶς παράλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ πορεύου εἰς γῆν Ἰσραήλ, τεθνήκασιν γὰρ οἱ ζητοῦντες τὴν ψυχὴν τοῦ παιδίου."
Matt,Matthew,2,29,0.9946,0.0054,0.0053,HIGH,Jewish,15,ὁ δὲ ἐγερθεὶς παρέλαβε τὸ παιδίον καὶ τὴν μητέρα αὐτοῦ καὶ ⸀εἰσῆλθεν εἰς γῆν Ἰσραήλ.
Matt,Matthew,2,30,0.9965,0.0035,0.0018,HIGH,Jewish,15,ἀκούσας δὲ ὅτι Ἀρχέλαος ⸀βασιλεύει τῆς Ἰουδαίας ἀντὶ ⸂τοῦ πατρὸς αὐτοῦ Ἡρῴδου⸃ ἐφοβήθη ἐκεῖ ἀπελθεῖν·
Matt,Matthew,2,31,0.98,0.02,0.028,HIGH,Jewish,27,"χρηματισθεὶς δὲ κατ’ ὄναρ ἀνεχώρησεν εἰς τὰ μέρη τῆς Γαλιλαίας, καὶ ἐλθὼν κατῴκησεν εἰς πόλιν λεγομένην Ναζαρέτ, ὅπως πληρωθῇ τὸ ῥηθὲν διὰ τῶν προφητῶν ὅτι Ναζωραῖος κληθήσεται."
Matt,Matthew,3,1,0.9789,0.0211,0.0164,HIGH,Jewish,17,Ἐν δὲ ταῖς ἡμέραις ἐκείναις παραγίνεται Ἰωάννης ὁ βαπτιστὴς κηρύσσων ἐν τῇ ἐρήμῳ τῆς Ἰουδαίας ⸀καὶ λέγων·
Matt,Matthew,3,2,0.8626,0.1374,0.1283,MED,Jewish,7,"Μετανοεῖτε, ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν."
Matt,Matthew,3,3,0.9904,0.0096,0.0055,HIGH,Jewish,10,οὗτος γάρ ἐστιν ὁ ῥηθεὶς ⸀διὰ Ἠσαΐου τοῦ προφήτου λέγοντος·
Matt,Matthew,3,4,0.8408,0.1592,0.1237,MED,Jewish,5,Φωνὴ βοῶντος ἐν τῇ ἐρήμῳ·
Matt,Matthew,3,5,0.8625,0.1375,0.0976,MED,Jewish,9,"Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ."
Matt,Matthew,3,6,0.5385,0.4615,0.3286,LOW,Jewish,27,"αὐτὸς δὲ ὁ Ἰωάννης εἶχεν τὸ ἔνδυμα αὐτοῦ ἀπὸ τριχῶν καμήλου καὶ ζώνην δερματίνην περὶ τὴν ὀσφὺν αὐτοῦ, ἡ δὲ τροφὴ ⸂ἦν αὐτοῦ⸃ ἀκρίδες καὶ μέλι ἄγριον."
Matt,Matthew,3,7,0.9769,0.0231,0.0207,HIGH,Jewish,27,"τότε ἐξεπορεύετο πρὸς αὐτὸν Ἱεροσόλυμα καὶ πᾶσα ἡ Ἰουδαία καὶ πᾶσα ἡ περίχωρος τοῦ Ἰορδάνου, καὶ ἐβαπτίζοντο ἐν τῷ Ἰορδάνῃ ⸀ποταμῷ ὑπ’ αὐτοῦ ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν."
Matt,Matthew,3,8,0.9684,0.0316,0.0075,HIGH,Jewish,14,Ἰδὼν δὲ πολλοὺς τῶν Φαρισαίων καὶ Σαδδουκαίων ἐρχομένους ἐπὶ τὸ βάπτισμα ⸀αὐτοῦ εἶπεν αὐτοῖς·
Matt,Matthew,3,9,0.9683,0.0317,0.0297,HIGH,Jewish,10,"Γεννήματα ἐχιδνῶν, τίς ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς;"
Matt,Matthew,3,10,0.9406,0.0594,0.029,HIGH,Jewish,12,ποιήσατε οὖν καρπὸν ἄξιον τῆς μετανοίας καὶ μὴ δόξητε λέγειν ἐν ἑαυτοῖς·
Matt,Matthew,3,11,0.9935,0.0065,0.0075,HIGH,Jewish,19,"Πατέρα ἔχομεν τὸν Ἀβραάμ, λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ."
Matt,Matthew,3,12,0.8075,0.1925,0.1539,LOW,Jewish,10,ἤδη ⸀δὲ ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται·
Matt,Matthew,3,13,0.558,0.442,0.1374,MED,Jewish,12,πᾶν οὖν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.
Matt,Matthew,3,14,0.6883,0.3117,0.0985,MED,Jewish,8,Ἐγὼ μὲν ⸂ὑμᾶς βαπτίζω⸃ ἐν ὕδατι εἰς μετάνοιαν·
Matt,Matthew,3,15,0.7113,0.2887,0.1087,MED,Jewish,15,"ὁ δὲ ὀπίσω μου ἐρχόμενος ἰσχυρότερός μού ἐστιν, οὗ οὐκ εἰμὶ ἱκανὸς τὰ ὑποδήματα βαστάσαι·"
Matt,Matthew,3,16,0.6095,0.3905,0.1548,LOW,Jewish,8,αὐτὸς ὑμᾶς βαπτίσει ἐν πνεύματι ἁγίῳ ⸂καὶ πυρί⸃·
Matt,Matthew,3,17,0.9878,0.0122,0.009,HIGH,Jewish,26,"οὗ τὸ πτύον ἐν τῇ χειρὶ αὐτοῦ, καὶ διακαθαριεῖ τὴν ἅλωνα αὐτοῦ καὶ συνάξει τὸν σῖτον αὐτοῦ εἰς τὴν ⸀ἀποθήκην, τὸ δὲ ἄχυρον κατακαύσει πυρὶ ἀσβέστῳ."
Matt,Matthew,3,18,0.9984,0.0016,0.0015,HIGH,Jewish,17,Τότε παραγίνεται ὁ Ἰησοῦς ἀπὸ τῆς Γαλιλαίας ἐπὶ τὸν Ἰορδάνην πρὸς τὸν Ἰωάννην τοῦ βαπτισθῆναι ὑπ’ αὐτοῦ.
Matt,Matthew,3,19,0.8397,0.1603,0.0482,HIGH,Jewish,6,ὁ δὲ ⸀Ἰωάννης διεκώλυεν αὐτὸν λέγων·
Matt,Matthew,3,20,0.908,0.092,0.0726,MED,Jewish,11,"Ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι, καὶ σὺ ἔρχῃ πρός με;"
Matt,Matthew,3,21,0.9662,0.0338,0.0133,HIGH,Jewish,7,ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν ⸂πρὸς αὐτόν⸃·
Matt,Matthew,3,22,0.7086,0.2914,0.1437,MED,Jewish,10,"Ἄφες ἄρτι, οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην."
Matt,Matthew,3,23,0.8649,0.1351,0.0744,MED,Jewish,3,τότε ἀφίησιν αὐτόν.
Matt,Matthew,3,24,0.9757,0.0243,0.0187,HIGH,Jewish,9,⸂βαπτισθεὶς δὲ⸃ ὁ Ἰησοῦς ⸂εὐθὺς ἀνέβη⸃ ἀπὸ τοῦ ὕδατος·
Matt,Matthew,3,25,0.6651,0.3349,0.109,MED,Jewish,15,"καὶ ἰδοὺ ⸀ἠνεῴχθησαν οἱ οὐρανοί, καὶ εἶδεν ⸀πνεῦμα θεοῦ καταβαῖνον ὡσεὶ ⸀περιστερὰν ἐρχόμενον ἐπ’ αὐτόν·"
Matt,Matthew,3,26,0.7291,0.2709,0.1364,MED,Jewish,7,καὶ ἰδοὺ φωνὴ ἐκ τῶν οὐρανῶν λέγουσα·
Matt,Matthew,3,27,0.9979,0.0021,0.0024,HIGH,Jewish,10,"Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός, ἐν ᾧ εὐδόκησα."
Matt,Matthew,4,1,0.9963,0.0037,0.0013,HIGH,Jewish,14,"Τότε ὁ Ἰησοῦς ἀνήχθη εἰς τὴν ἔρημον ὑπὸ τοῦ πνεύματος, πειρασθῆναι ὑπὸ τοῦ διαβόλου."
Matt,Matthew,4,2,0.7862,0.2138,0.1183,MED,Jewish,9,καὶ νηστεύσας ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα ὕστερον ἐπείνασεν.
Matt,Matthew,4,3,0.8616,0.1384,0.0966,MED,Jewish,6,καὶ προσελθὼν ⸂ὁ πειράζων εἶπεν αὐτῷ⸃·
Matt,Matthew,4,4,0.9754,0.0246,0.0376,HIGH,Jewish,12,"Εἰ υἱὸς εἶ τοῦ θεοῦ, εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται."
Matt,Matthew,4,5,0.7381,0.2619,0.1093,MED,Jewish,4,ὁ δὲ ἀποκριθεὶς εἶπεν·
Matt,Matthew,4,6,0.847,0.153,0.0522,MED,Jewish,16,"Γέγραπται· Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ⸀ὁ ἄνθρωπος, ἀλλ’ ⸀ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ."
Matt,Matthew,4,7,0.9927,0.0073,0.01,HIGH,Jewish,20,"Τότε παραλαμβάνει αὐτὸν ὁ διάβολος εἰς τὴν ἁγίαν πόλιν, καὶ ⸀ἔστησεν αὐτὸν ἐπὶ τὸ πτερύγιον τοῦ ἱεροῦ, καὶ λέγει αὐτῷ·"
Matt,Matthew,4,8,0.6544,0.3456,0.1421,MED,Jewish,8,"Εἰ υἱὸς εἶ τοῦ θεοῦ, βάλε σεαυτὸν κάτω·"
Matt,Matthew,4,9,0.9982,0.0018,0.0018,HIGH,Jewish,21,"γέγραπται γὰρ ὅτι Τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ καὶ ἐπὶ χειρῶν ἀροῦσίν σε, μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου."
Matt,Matthew,4,10,0.931,0.069,0.0647,MED,Jewish,4,ἔφη αὐτῷ ὁ Ἰησοῦς·
Matt,Matthew,4,11,0.9321,0.0679,0.0517,MED,Jewish,8,Πάλιν γέγραπται· Οὐκ ἐκπειράσεις κύριον τὸν θεόν σου.
Matt,Matthew,4,12,0.9915,0.0085,0.0126,HIGH,Jewish,24,"Πάλιν παραλαμβάνει αὐτὸν ὁ διάβολος εἰς ὄρος ὑψηλὸν λίαν, καὶ δείκνυσιν αὐτῷ πάσας τὰς βασιλείας τοῦ κόσμου καὶ τὴν δόξαν αὐτῶν καὶ ⸀εἶπεν αὐτῷ·"
Matt,Matthew,4,13,0.4379,0.5621,0.1509,LOW,Gentile,8,"Ταῦτά ⸂σοι πάντα⸃ δώσω, ἐὰν πεσὼν προσκυνήσῃς μοι."
Matt,Matthew,4,14,0.9468,0.0532,0.0412,HIGH,Jewish,5,τότε λέγει αὐτῷ ὁ Ἰησοῦς·
Matt,Matthew,4,15,0.577,0.423,0.1253,MED,Jewish,4,"⸀Ὕπαγε, Σατανᾶ· γέγραπται γάρ·"
Matt,Matthew,4,16,0.9568,0.0432,0.0458,HIGH,Jewish,9,Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.
Matt,Matthew,4,17,0.8963,0.1037,0.1028,MED,Jewish,12,"τότε ἀφίησιν αὐτὸν ὁ διάβολος, καὶ ἰδοὺ ἄγγελοι προσῆλθον καὶ διηκόνουν αὐτῷ."
Matt,Matthew,4,18,0.9392,0.0608,0.0895,MED,Jewish,9,Ἀκούσας ⸀δὲ ὅτι Ἰωάννης παρεδόθη ἀνεχώρησεν εἰς τὴν Γαλιλαίαν.
Matt,Matthew,4,19,0.9983,0.0017,0.0017,HIGH,Jewish,15,καὶ καταλιπὼν τὴν Ναζαρὰ ἐλθὼν κατῴκησεν εἰς Καφαρναοὺμ τὴν παραθαλασσίαν ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλίμ·
Matt,Matthew,4,20,0.9795,0.0205,0.0161,HIGH,Jewish,9,ἵνα πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου λέγοντος·
Matt,Matthew,4,21,0.9571,0.0429,0.0374,HIGH,Jewish,33,"Γῆ Ζαβουλὼν καὶ γῆ Νεφθαλίμ, ὁδὸν θαλάσσης, πέραν τοῦ Ἰορδάνου, Γαλιλαία τῶν ἐθνῶν, ὁ λαὸς ὁ καθήμενος ἐν ⸀σκοτίᾳ ⸂φῶς εἶδεν⸃ μέγα, καὶ τοῖς καθημένοις ἐν χώρᾳ καὶ σκιᾷ θανάτου φῶς ἀνέτειλεν αὐτοῖς."
Matt,Matthew,4,22,0.6497,0.3503,0.066,MED,Jewish,8,Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς κηρύσσειν καὶ λέγειν·
Matt,Matthew,4,23,0.8374,0.1626,0.1257,MED,Jewish,7,"Μετανοεῖτε, ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν."
Matt,Matthew,4,24,0.9807,0.0193,0.0194,HIGH,Jewish,27,"Περιπατῶν δὲ παρὰ τὴν θάλασσαν τῆς Γαλιλαίας εἶδεν δύο ἀδελφούς, Σίμωνα τὸν λεγόμενον Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ, βάλλοντας ἀμφίβληστρον εἰς τὴν θάλασσαν, ἦσαν γὰρ ἁλιεῖς·"
